,구,동,주야간,노면상태,기상상태,동_risk,주야간_risk,노면상태_risk,기상상태_risk,total_risk,corr_risk
295,팔달구,인계동,주간,적설,기타,52.0,2.0,1.0,1.0,56.0,107.79981768654872
296,권선구,세류동,야간,기타,비,49.0,1.0,2.0,4.0,56.0,105.150654342254
297,팔달구,화서동,주간,서리/결빙,흐림,48.0,2.0,3.0,3.0,56.0,104.19069466194523
298,팔달구,인계동,야간,적설,눈,52.0,1.0,1.0,2.0,56.0,107.8574966107066
299,권선구,세류동,주간,젖음/습기,기타,49.0,2.0,4.0,1.0,56.0,105.09297541809612
300,팔달구,화서동,주간,젖음/습기,눈,48.0,2.0,4.0,2.0,56.0,104.19069466194523
301,권선구,세류동,야간,젖음/습기,눈,49.0,1.0,4.0,2.0,56.0,105.150654342254
302,권선구,세류동,주간,기타,흐림,49.0,2.0,2.0,3.0,56.0,105.09297541809612
303,권선구,세류동,야간,서리/결빙,흐림,49.0,1.0,3.0,3.0,56.0,105.150654342254
304,팔달구,화서동,주간,기타,비,48.0,2.0,2.0,4.0,56.0,104.19069466194523
305,팔달구,화서동,주간,적설,맑음,48.0,2.0,1.0,5.0,56.0,104.19069466194523
306,권선구,세류동,주간,적설,비,49.0,2.0,1.0,4.0,56.0,105.0929754180961
307,팔달구,우만동,야간,서리/결빙,눈,50.0,1.0,3.0,2.0,56.0,106.05293509840486
308,장안구,영화동,주간,기타,기타,51.0,2.0,2.0,1.0,56.0,106.89753693039786
309,팔달구,인계동,야간,기타,기타,52.0,1.0,2.0,1.0,56.0,107.85749661070662
310,팔달구,우만동,야간,적설,비,50.0,1.0,1.0,4.0,56.0,106.05293509840486
311,권선구,세류동,야간,건조,기타,49.0,1.0,5.0,1.0,56.0,105.15065434225401
312,팔달구,우만동,야간,젖음/습기,기타,50.0,1.0,4.0,1.0,56.0,106.05293509840487
313,팔달구,화서동,야간,건조,눈,48.0,1.0,5.0,2.0,56.0,104.24837358610313
314,팔달구,화서동,주간,건조,기타,48.0,2.0,5.0,1.0,56.0,104.19069466194524
315,권선구,권선동,야간,적설,기타,53.0,1.0,1.0,1.0,56.0,108.75977736685749
316,팔달구,화서동,야간,서리/결빙,비,48.0,1.0,3.0,4.0,56.0,104.24837358610311
317,권선구,세류동,주간,서리/결빙,눈,49.0,2.0,3.0,2.0,56.0,105.0929754180961
318,영통구,이의동,주간,젖음/습기,흐림,47.0,2.0,4.0,3.0,56.0,103.28841390579436
319,영통구,이의동,주간,서리/결빙,비,47.0,2.0,3.0,4.0,56.0,103.28841390579434
320,팔달구,화서동,야간,기타,맑음,48.0,1.0,2.0,5.0,56.0,104.24837358610313
321,팔달구,우만동,주간,서리/결빙,기타,50.0,2.0,3.0,1.0,56.0,105.99525617424698
322,팔달구,화서동,야간,젖음/습기,흐림,48.0,1.0,4.0,3.0,56.0,104.24837358610313
323,팔달구,우만동,주간,기타,눈,50.0,2.0,2.0,2.0,56.0,105.99525617424698
324,팔달구,우만동,야간,기타,흐림,50.0,1.0,2.0,3.0,56.0,106.05293509840487
325,영통구,이의동,주간,건조,기타,47.0,2.0,5.0,1.0,55.0,102.19918933052617
326,팔달구,화서동,주간,적설,비,48.0,2.0,1.0,4.0,55.0,103.10147008667703
327,팔달구,우만동,야간,기타,눈,50.0,1.0,2.0,2.0,55.0,104.96371052313667
328,영통구,영통동,주간,젖음/습기,맑음,44.0,2.0,4.0,5.0,55.0,99.49234706207355
329,장안구,영화동,야간,적설,눈,51.0,1.0,1.0,2.0,55.0,105.86599127928754
330,영통구,이의동,주간,기타,비,47.0,2.0,2.0,4.0,55.0,102.19918933052615
331,장안구,영화동,야간,기타,기타,51.0,1.0,2.0,1.0,55.0,105.86599127928756
332,영통구,이의동,주간,적설,맑음,47.0,2.0,1.0,5.0,55.0,102.19918933052615
333,팔달구,우만동,야간,서리/결빙,기타,50.0,1.0,3.0,1.0,55.0,104.96371052313667
334,영통구,이의동,야간,건조,눈,47.0,1.0,5.0,2.0,55.0,102.25686825468405
335,영통구,이의동,주간,서리/결빙,흐림,47.0,2.0,3.0,3.0,55.0,102.19918933052615
336,영통구,이의동,주간,젖음/습기,눈,47.0,2.0,4.0,2.0,55.0,102.19918933052615
337,팔달구,매산로1가,야간,젖음/습기,비,46.0,1.0,4.0,4.0,55.0,101.35458749853318
338,영통구,매탄동,주간,서리/결빙,맑음,45.0,2.0,3.0,5.0,55.0,100.39462781822441
339,영통구,매탄동,야간,건조,비,45.0,1.0,5.0,4.0,55.0,100.4523067423823
340,영통구,영통동,야간,건조,맑음,44.0,1.0,5.0,5.0,55.0,99.55002598623145
341,팔달구,매산로1가,야간,건조,흐림,46.0,1.0,5.0,3.0,55.0,101.35458749853319
342,팔달구,우만동,주간,적설,눈,50.0,2.0,1.0,2.0,55.0,104.90603159897877
343,팔달구,화서동,주간,기타,흐림,48.0,2.0,2.0,3.0,55.0,103.10147008667704
344,영통구,영통동,주간,건조,비,44.0,2.0,5.0,4.0,55.0,99.49234706207355
345,팔달구,우만동,주간,기타,기타,50.0,2.0,2.0,1.0,55.0,104.90603159897879
346,팔달구,매산로1가,야간,서리/결빙,맑음,46.0,1.0,3.0,5.0,55.0,101.35458749853318
347,팔달구,화서동,주간,젖음/습기,기타,48.0,2.0,4.0,1.0,55.0,103.10147008667704
348,영통구,이의동,야간,서리/결빙,비,47.0,1.0,3.0,4.0,55.0,102.25686825468404
349,팔달구,화서동,주간,서리/결빙,눈,48.0,2.0,3.0,2.0,55.0,103.10147008667703
350,영통구,매탄동,야간,젖음/습기,맑음,45.0,1.0,4.0,5.0,55.0,100.4523067423823
351,영통구,매탄동,주간,젖음/습기,비,45.0,2.0,4.0,4.0,55.0,100.39462781822441
352,영통구,매탄동,주간,건조,흐림,45.0,2.0,5.0,3.0,55.0,100.39462781822442
353,권선구,세류동,주간,적설,흐림,49.0,2.0,1.0,3.0,55.0,104.00375084282791
354,팔달구,매산로1가,주간,건조,눈,46.0,2.0,5.0,2.0,55.0,101.2969085743753
355,권선구,세류동,야간,적설,비,49.0,1.0,1.0,4.0,55.0,104.0614297669858
356,권선구,세류동,야간,기타,흐림,49.0,1.0,2.0,3.0,55.0,104.06142976698581
357,권선구,세류동,야간,젖음/습기,기타,49.0,1.0,4.0,1.0,55.0,104.06142976698581
358,권선구,세류동,주간,기타,눈,49.0,2.0,2.0,2.0,55.0,104.00375084282791
359,팔달구,매산로1가,주간,기타,맑음,46.0,2.0,2.0,5.0,55.0,101.2969085743753
360,팔달구,화서동,야간,건조,기타,48.0,1.0,5.0,1.0,55.0,103.15914901083494
361,팔달구,매산로1가,주간,젖음/습기,흐림,46.0,2.0,4.0,3.0,55.0,101.2969085743753
362,권선구,세류동,야간,서리/결빙,눈,49.0,1.0,3.0,2.0,55.0,104.0614297669858
363,팔달구,화서동,야간,서리/결빙,흐림,48.0,1.0,3.0,3.0,55.0,103.15914901083492
364,팔달구,매산로1가,주간,서리/결빙,비,46.0,2.0,3.0,4.0,55.0,101.29690857437528
365,팔달구,화서동,야간,젖음/습기,눈,48.0,1.0,4.0,2.0,55.0,103.15914901083492
366,팔달구,인계동,야간,적설,기타,52.0,1.0,1.0,1.0,55.0,106.76827203543841
367,권선구,고색동,주간,건조,맑음,43.0,2.0,5.0,5.0,55.0,98.59006630592268
368,팔달구,우만동,야간,적설,흐림,50.0,1.0,1.0,3.0,55.0,104.96371052313667
369,영통구,이의동,야간,기타,맑음,47.0,1.0,2.0,5.0,55.0,102.25686825468405
370,팔달구,화서동,야간,기타,비,48.0,1.0,2.0,4.0,55.0,103.15914901083492
371,권선구,세류동,주간,서리/결빙,기타,49.0,2.0,3.0,1.0,55.0,104.00375084282791
372,장안구,영화동,주간,적설,기타,51.0,2.0,1.0,1.0,55.0,105.80831235512966
373,팔달구,화서동,야간,적설,맑음,48.0,1.0,1.0,5.0,55.0,103.15914901083492
374,영통구,이의동,야간,젖음/습기,흐림,47.0,1.0,4.0,3.0,55.0,102.25686825468405
375,영통구,영통동,주간,건조,흐림,44.0,2.0,5.0,3.0,54.0,98.40312248680536
376,팔달구,매산로1가,주간,기타,비,46.0,2.0,2.0,4.0,54.0,100.20768399910709
377,영통구,매탄동,주간,기타,맑음,45.0,2.0,2.0,5.0,54.0,99.30540324295622
378,팔달구,우만동,주간,적설,기타,50.0,2.0,1.0,1.0,54.0,103.81680702371058
379,영통구,영통동,주간,서리/결빙,맑음,44.0,2.0,3.0,5.0,54.0,98.40312248680534
380,팔달구,매산로1가,야간,건조,눈,46.0,1.0,5.0,2.0,54.0,100.26536292326499
381,영통구,이의동,주간,기타,흐림,47.0,2.0,2.0,3.0,54.0,101.10996475525796
382,장안구,영화동,야간,적설,기타,51.0,1.0,1.0,1.0,54.0,104.77676670401935
383,권선구,세류동,야간,적설,흐림,49.0,1.0,1.0,3.0,54.0,102.9722051917176
384,팔달구,화서동,야간,기타,흐림,48.0,1.0,2.0,3.0,54.0,102.06992443556673
385,팔달구,화서동,야간,서리/결빙,눈,48.0,1.0,3.0,2.0,54.0,102.06992443556672
386,권선구,구운동,주간,건조,맑음,42.0,2.0,5.0,5.0,54.0,96.59856097450361
387,영통구,이의동,주간,서리/결빙,눈,47.0,2.0,3.0,2.0,54.0,101.10996475525795
388,영통구,영통동,주간,젖음/습기,비,44.0,2.0,4.0,4.0,54.0,98.40312248680534
389,팔달구,매산로1가,주간,젖음/습기,눈,46.0,2.0,4.0,2.0,54.0,100.20768399910709
390,영통구,이의동,주간,적설,비,47.0,2.0,1.0,4.0,54.0,101.10996475525795
391,영통구,매탄동,야간,서리/결빙,맑음,45.0,1.0,3.0,5.0,54.0,99.3630821671141
392,영통구,매탄동,야간,젖음/습기,비,45.0,1.0,4.0,4.0,54.0,99.3630821671141
393,팔달구,매산로1가,주간,서리/결빙,흐림,46.0,2.0,3.0,3.0,54.0,100.20768399910709
394,영통구,이의동,주간,젖음/습기,기타,47.0,2.0,4.0,1.0,54.0,101.10996475525796
395,팔달구,화서동,야간,젖음/습기,기타,48.0,1.0,4.0,1.0,54.0,102.06992443556673
396,팔달구,매산로1가,주간,건조,기타,46.0,2.0,5.0,1.0,54.0,100.2076839991071
397,팔달구,우만동,야간,기타,기타,50.0,1.0,2.0,1.0,54.0,103.87448594786848
398,팔달구,매산로1가,주간,적설,맑음,46.0,2.0,1.0,5.0,54.0,100.20768399910709
399,영통구,이의동,야간,서리/결빙,흐림,47.0,1.0,3.0,3.0,54.0,101.16764367941585
400,권선구,세류동,주간,적설,눈,49.0,2.0,1.0,2.0,54.0,102.91452626755971
401,영통구,이의동,야간,젖음/습기,눈,47.0,1.0,4.0,2.0,54.0,101.16764367941585
402,팔달구,우만동,야간,적설,눈,50.0,1.0,1.0,2.0,54.0,103.87448594786846
403,영통구,이의동,야간,건조,기타,47.0,1.0,5.0,1.0,54.0,101.16764367941586
404,권선구,고색동,야간,건조,맑음,43.0,1.0,5.0,5.0,54.0,97.55852065481237
405,영통구,매탄동,주간,건조,눈,45.0,2.0,5.0,2.0,54.0,99.30540324295622
406,팔달구,화서동,야간,적설,비,48.0,1.0,1.0,4.0,54.0,102.06992443556672
407,영통구,영통동,야간,젖음/습기,맑음,44.0,1.0,4.0,5.0,54.0,98.46080141096324
408,영통구,이의동,야간,적설,맑음,47.0,1.0,1.0,5.0,54.0,101.16764367941585
409,팔달구,매산로1가,야간,기타,맑음,46.0,1.0,2.0,5.0,54.0,100.26536292326499
410,팔달구,매산로1가,야간,젖음/습기,흐림,46.0,1.0,4.0,3.0,54.0,100.26536292326499
411,영통구,영통동,야간,건조,비,44.0,1.0,5.0,4.0,54.0,98.46080141096324
412,권선구,고색동,주간,건조,비,43.0,2.0,5.0,4.0,54.0,97.50084173065447
413,영통구,매탄동,주간,젖음/습기,흐림,45.0,2.0,4.0,3.0,54.0,99.30540324295622
414,팔달구,화서동,주간,적설,흐림,48.0,2.0,1.0,3.0,54.0,102.01224551140884
415,영통구,이의동,야간,기타,비,47.0,1.0,2.0,4.0,54.0,101.16764367941585
416,권선구,세류동,야간,기타,눈,49.0,1.0,2.0,2.0,54.0,102.9722051917176
417,영통구,매탄동,주간,서리/결빙,비,45.0,2.0,3.0,4.0,54.0,99.3054032429562
418,권선구,고색동,주간,젖음/습기,맑음,43.0,2.0,4.0,5.0,54.0,97.50084173065447
419,영통구,매탄동,야간,건조,흐림,45.0,1.0,5.0,3.0,54.0,99.36308216711411
420,팔달구,화서동,주간,서리/결빙,기타,48.0,2.0,3.0,1.0,54.0,102.01224551140884
421,권선구,세류동,야간,서리/결빙,기타,49.0,1.0,3.0,1.0,54.0,102.9722051917176
422,권선구,세류동,주간,기타,기타,49.0,2.0,2.0,1.0,54.0,102.91452626755972
423,팔달구,화서동,주간,기타,눈,48.0,2.0,2.0,2.0,54.0,102.01224551140884
424,팔달구,매산로1가,야간,서리/결빙,비,46.0,1.0,3.0,4.0,54.0,100.26536292326497
425,팔달구,매산로1가,야간,젖음/습기,눈,46.0,1.0,4.0,2.0,53.0,99.17613834799678
426,팔달구,매산로1가,야간,기타,비,46.0,1.0,2.0,4.0,53.0,99.17613834799678
427,팔달구,매산로1가,야간,건조,기타,46.0,1.0,5.0,1.0,53.0,99.1761383479968
428,영통구,이의동,주간,기타,눈,47.0,2.0,2.0,2.0,53.0,100.02074017998976
429,영통구,이의동,주간,적설,흐림,47.0,2.0,1.0,3.0,53.0,100.02074017998976
430,팔달구,매산로1가,야간,적설,맑음,46.0,1.0,1.0,5.0,53.0,99.17613834799678
431,권선구,구운동,야간,건조,맑음,42.0,1.0,5.0,5.0,53.0,95.5670153233933
432,영통구,매탄동,주간,젖음/습기,눈,45.0,2.0,4.0,2.0,53.0,98.21617866768801
433,팔달구,매산로1가,야간,서리/결빙,흐림,46.0,1.0,3.0,3.0,53.0,99.17613834799678
434,영통구,매탄동,야간,기타,맑음,45.0,1.0,2.0,5.0,53.0,98.27385759184591
435,권선구,세류동,주간,적설,기타,49.0,2.0,1.0,1.0,53.0,101.82530169229152
436,영통구,매탄동,주간,적설,맑음,45.0,2.0,1.0,5.0,53.0,98.21617866768801
437,영통구,매탄동,주간,건조,기타,45.0,2.0,5.0,1.0,53.0,98.21617866768803
438,권선구,고색동,야간,건조,비,43.0,1.0,5.0,4.0,53.0,96.46929607954416
439,영통구,이의동,주간,서리/결빙,기타,47.0,2.0,3.0,1.0,53.0,100.02074017998976
440,권선구,고색동,야간,젖음/습기,맑음,43.0,1.0,4.0,5.0,53.0,96.46929607954416
441,영통구,매탄동,주간,서리/결빙,흐림,45.0,2.0,3.0,3.0,53.0,98.21617866768801
442,영통구,매탄동,야간,젖음/습기,흐림,45.0,1.0,4.0,3.0,53.0,98.27385759184591
443,영통구,매탄동,주간,기타,비,45.0,2.0,2.0,4.0,53.0,98.21617866768801
444,영통구,이의동,야간,기타,흐림,47.0,1.0,2.0,3.0,53.0,100.07841910414766
445,영통구,영통동,주간,건조,눈,44.0,2.0,5.0,2.0,53.0,97.31389791153715
446,권선구,고색동,주간,서리/결빙,맑음,43.0,2.0,3.0,5.0,53.0,96.41161715538627
447,권선구,고색동,주간,젖음/습기,비,43.0,2.0,4.0,4.0,53.0,96.41161715538627
448,권선구,세류동,야간,기타,기타,49.0,1.0,2.0,1.0,53.0,101.88298061644942
449,팔달구,화서동,야간,서리/결빙,기타,48.0,1.0,3.0,1.0,53.0,100.98069986029853
450,영통구,영통동,주간,서리/결빙,비,44.0,2.0,3.0,4.0,53.0,97.31389791153714
451,팔달구,화서동,야간,기타,눈,48.0,1.0,2.0,2.0,53.0,100.98069986029853
452,팔달구,화서동,야간,적설,흐림,48.0,1.0,1.0,3.0,53.0,100.98069986029853
453,영통구,이의동,야간,적설,비,47.0,1.0,1.0,4.0,53.0,100.07841910414764
454,영통구,이의동,야간,젖음/습기,기타,47.0,1.0,4.0,1.0,53.0,100.07841910414766
455,권선구,고색동,주간,건조,흐림,43.0,2.0,5.0,3.0,53.0,96.41161715538628
456,팔달구,매산로1가,주간,서리/결빙,눈,46.0,2.0,3.0,2.0,53.0,99.11845942383889
457,팔달구,매산로1가,주간,젖음/습기,기타,46.0,2.0,4.0,1.0,53.0,99.1184594238389
458,영통구,매탄동,야간,건조,눈,45.0,1.0,5.0,2.0,53.0,98.27385759184591
459,팔달구,매산로1가,주간,기타,흐림,46.0,2.0,2.0,3.0,53.0,99.1184594238389
460,팔달구,매산로1가,주간,적설,비,46.0,2.0,1.0,4.0,53.0,99.11845942383889
461,영통구,이의동,야간,서리/결빙,눈,47.0,1.0,3.0,2.0,53.0,100.07841910414764
462,영통구,원천동,주간,건조,맑음,41.0,2.0,5.0,5.0,53.0,94.60705564308454
463,영통구,영통동,야간,건조,흐림,44.0,1.0,5.0,3.0,53.0,97.37157683569505
464,영통구,영통동,주간,젖음/습기,흐림,44.0,2.0,4.0,3.0,53.0,97.31389791153715
465,권선구,세류동,야간,적설,눈,49.0,1.0,1.0,2.0,53.0,101.8829806164494
466,영통구,영통동,야간,서리/결빙,맑음,44.0,1.0,3.0,5.0,53.0,97.37157683569504
467,영통구,영통동,야간,젖음/습기,비,44.0,1.0,4.0,4.0,53.0,97.37157683569504
468,팔달구,우만동,야간,적설,기타,50.0,1.0,1.0,1.0,53.0,102.78526137260027
469,권선구,구운동,주간,젖음/습기,맑음,42.0,2.0,4.0,5.0,53.0,95.50933639923541
470,팔달구,화서동,주간,기타,기타,48.0,2.0,2.0,1.0,53.0,100.92302093614065
471,팔달구,화서동,주간,적설,눈,48.0,2.0,1.0,2.0,53.0,100.92302093614063
472,영통구,매탄동,야간,서리/결빙,비,45.0,1.0,3.0,4.0,53.0,98.2738575918459
473,권선구,구운동,주간,건조,비,42.0,2.0,5.0,4.0,53.0,95.50933639923541
474,영통구,영통동,주간,기타,맑음,44.0,2.0,2.0,5.0,53.0,97.31389791153715
475,영통구,이의동,주간,적설,눈,47.0,2.0,1.0,2.0,52.0,98.93151560472155
476,팔달구,매산로1가,야간,적설,비,46.0,1.0,1.0,4.0,52.0,98.08691377272858
477,팔달구,매산로1가,주간,서리/결빙,기타,46.0,2.0,3.0,1.0,52.0,98.0292348485707
478,영통구,영통동,야간,젖음/습기,흐림,44.0,1.0,4.0,3.0,52.0,96.28235226042685
479,권선구,고색동,야간,건조,흐림,43.0,1.0,5.0,3.0,52.0,95.38007150427597
480,권선구,구운동,주간,젖음/습기,비,42.0,2.0,4.0,4.0,52.0,94.4201118239672
481,영통구,이의동,주간,기타,기타,47.0,2.0,2.0,1.0,52.0,98.93151560472157
482,팔달구,매산로1가,주간,기타,눈,46.0,2.0,2.0,2.0,52.0,98.0292348485707
483,영통구,원천동,야간,건조,맑음,41.0,1.0,5.0,5.0,52.0,93.57550999197423
484,영통구,영통동,야간,서리/결빙,비,44.0,1.0,3.0,4.0,52.0,96.28235226042683
485,권선구,구운동,주간,서리/결빙,맑음,42.0,2.0,3.0,5.0,52.0,94.4201118239672
486,영통구,이의동,야간,서리/결빙,기타,47.0,1.0,3.0,1.0,52.0,98.98919452887945
487,권선구,고색동,주간,건조,눈,43.0,2.0,5.0,2.0,52.0,95.32239258011808
488,권선구,구운동,주간,건조,흐림,42.0,2.0,5.0,3.0,52.0,94.42011182396722
489,영통구,이의동,야간,적설,흐림,47.0,1.0,1.0,3.0,52.0,98.98919452887945
490,권선구,세류동,야간,적설,기타,49.0,1.0,1.0,1.0,52.0,100.79375604118121
491,권선구,구운동,야간,건조,비,42.0,1.0,5.0,4.0,52.0,94.4777907481251
492,팔달구,화서동,야간,적설,눈,48.0,1.0,1.0,2.0,52.0,99.89147528503032
493,팔달구,화서동,야간,기타,기타,48.0,1.0,2.0,1.0,52.0,99.89147528503034
494,팔달구,화서동,주간,적설,기타,48.0,2.0,1.0,1.0,52.0,99.83379636087244
495,영통구,영통동,야간,기타,맑음,44.0,1.0,2.0,5.0,52.0,96.28235226042685
496,팔달구,매산로1가,야간,기타,흐림,46.0,1.0,2.0,3.0,52.0,98.0869137727286
497,권선구,구운동,야간,젖음/습기,맑음,42.0,1.0,4.0,5.0,52.0,94.4777907481251
498,권선구,고색동,주간,기타,맑음,43.0,2.0,2.0,5.0,52.0,95.32239258011808
499,권선구,고색동,주간,젖음/습기,흐림,43.0,2.0,4.0,3.0,52.0,95.32239258011808
500,권선구,고색동,주간,서리/결빙,비,43.0,2.0,3.0,4.0,52.0,95.32239258011806
501,영통구,이의동,야간,기타,눈,47.0,1.0,2.0,2.0,52.0,98.98919452887945
502,팔달구,매산로1가,주간,적설,흐림,46.0,2.0,1.0,3.0,52.0,98.0292348485707
503,영통구,영통동,주간,건조,기타,44.0,2.0,5.0,1.0,52.0,96.22467333626896
504,영통구,매탄동,주간,적설,비,45.0,2.0,1.0,4.0,52.0,97.12695409241981
505,영통구,매탄동,주간,기타,흐림,45.0,2.0,2.0,3.0,52.0,97.12695409241982
506,영통구,원천동,주간,젖음/습기,맑음,41.0,2.0,4.0,5.0,52.0,93.51783106781633
507,영통구,영통동,주간,기타,비,44.0,2.0,2.0,4.0,52.0,96.22467333626895
